单元,中文片名,英文片名,导演,制片国/地区,时长,日期,放映时间,影院,影厅,影院地址,见面会
特别策划,行规 (4K),THE SYSTEM (4K),翁维铨,中国香港,88分钟,6月16日,15:30,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
特别策划,行规 (4K),THE SYSTEM (4K),翁维铨,中国香港,88分钟,6月17日,15:30,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,徐汇区虹桥路1号6层616/6M01,
特别策划,行规 (4K),THE SYSTEM (4K),翁维铨,中国香港,88分钟,6月18日,15:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
SIFF经典,牧马人 (4K),THE HERDSMAN (4K),谢晋,中国,99分钟,6月13日,15:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
SIFF经典,牧马人 (4K),THE HERDSMAN (4K),谢晋,中国,99分钟,6月15日,20:40,上海影城SHO,3号厅CINITY,长宁区新华路160号,
SIFF经典,牧马人 (4K),THE HERDSMAN (4K),谢晋,中国,99分钟,6月18日,15:30,国泰电影院,2号厅,黄浦区淮海中路870号,
SIFF经典,牧马人 (4K),THE HERDSMAN (4K),谢晋,中国,99分钟,6月20日,15:30,上海大光明电影院,2号厅,黄浦区南京西路216号,
SIFF经典,牧马人 (4K),THE HERDSMAN (4K),谢晋,中国,99分钟,6月22日,13:00,九棵树电影院,大剧场,奉贤区树桓路199弄1号,
多元视角,危险动物,DANGEROUS ANIMALS,肖恩·伯恩,澳大利亚,98分钟,6月14日,20:40,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
多元视角,危险动物,DANGEROUS ANIMALS,肖恩·伯恩,澳大利亚,98分钟,6月19日,20:40,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,
多元视角,危险动物,DANGEROUS ANIMALS,肖恩·伯恩,澳大利亚,98分钟,6月21日,20:40,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
金爵参赛片,2025 金爵奖 真人短片合集 1,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – LIVE-ACTION SHORT FILM COLLECTION 1,"莱拉·赫克马特尼亚, 胥瑞, 罗兆光, 周楠珺, 乔迪·桑斯·安格里尔, 佩德罗·卡内罗","伊朗,中国,西班牙,葡萄牙",113分钟,6月13日,20:40,佰映三克映画,LUXE厅,静安区江宁路699号MOHO Mall地下1层 60B,
金爵参赛片,2025 金爵奖 真人短片合集 1,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – LIVE-ACTION SHORT FILM COLLECTION 1,"莱拉·赫克马特尼亚, 胥瑞, 罗兆光, 周楠珺, 乔迪·桑斯·安格里尔, 佩德罗·卡内罗","伊朗,中国,西班牙,葡萄牙",113分钟,6月15日,20:40,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
金爵参赛片,2025 金爵奖 真人短片合集 1,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – LIVE-ACTION SHORT FILM COLLECTION 1,"莱拉·赫克马特尼亚, 胥瑞, 罗兆光, 周楠珺, 乔迪·桑斯·安格里尔, 佩德罗·卡内罗","伊朗,中国,西班牙,葡萄牙",113分钟,6月18日,20:40,上海影城SHO,2号厅Onyx,长宁区新华路160号,★
金爵参赛片,2025 金爵奖 真人短片合集 1,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – LIVE-ACTION SHORT FILM COLLECTION 1,"莱拉·赫克马特尼亚, 胥瑞, 罗兆光, 周楠珺, 乔迪·桑斯·安格里尔, 佩德罗·卡内罗","伊朗,中国,西班牙,葡萄牙",113分钟,6月20日,20:40,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
金爵参赛片,2025 金爵奖 真人短片合集 1,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – LIVE-ACTION SHORT FILM COLLECTION 1,"莱拉·赫克马特尼亚, 胥瑞, 罗兆光, 周楠珺, 乔迪·桑斯·安格里尔, 佩德罗·卡内罗","伊朗,中国,西班牙,葡萄牙",113分钟,6月22日,20:40,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
金爵参赛片,2025 金爵奖 真人短片合集 2,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – LIVE-ACTION SHORT FILM COLLECTION 2,"亚历山德罗·莫斯卡, 徐简明, 切马·诺韦洛, 若纳唐·米勒, 薄汉雄","秘鲁,中国,墨西哥,法国",92分钟,6月13日,18:30,佰映三克映画,LUXE厅,静安区江宁路699号MOHO Mall地下1层 60B,
金爵参赛片,2025 金爵奖 真人短片合集 2,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – LIVE-ACTION SHORT FILM COLLECTION 2,"亚历山德罗·莫斯卡, 徐简明, 切马·诺韦洛, 若纳唐·米勒, 薄汉雄","秘鲁,中国,墨西哥,法国",92分钟,6月15日,18:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
金爵参赛片,2025 金爵奖 真人短片合集 2,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – LIVE-ACTION SHORT FILM COLLECTION 2,"亚历山德罗·莫斯卡, 徐简明, 切马·诺韦洛, 若纳唐·米勒, 薄汉雄","秘鲁,中国,墨西哥,法国",92分钟,6月19日,18:30,上海影城SHO,3号厅CINITY,长宁区新华路160号,★
金爵参赛片,2025 金爵奖 真人短片合集 2,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – LIVE-ACTION SHORT FILM COLLECTION 2,"亚历山德罗·莫斯卡, 徐简明, 切马·诺韦洛, 若纳唐·米勒, 薄汉雄","秘鲁,中国,墨西哥,法国",92分钟,6月20日,18:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
金爵参赛片,2025 金爵奖 真人短片合集 2,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – LIVE-ACTION SHORT FILM COLLECTION 2,"亚历山德罗·莫斯卡, 徐简明, 切马·诺韦洛, 若纳唐·米勒, 薄汉雄","秘鲁,中国,墨西哥,法国",92分钟,6月22日,18:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
金爵参赛片,2025 金爵奖动画短片合集,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – ANIMATED SHORT FILM COLLECTION,"尤利娅·图⾥恰努, 纳沃伊卡·维日博夫斯卡, 詹娜·别克曼别托娃, 米里亚姆·普莱廷克斯, 徐澡","罗马尼亚,波兰,法国,俄罗斯,哈萨克斯坦,比利时,中国",65分钟,6月14日,18:30,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
金爵参赛片,2025 金爵奖动画短片合集,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – ANIMATED SHORT FILM COLLECTION,"尤利娅·图⾥恰努, 纳沃伊卡·维日博夫斯卡, 詹娜·别克曼别托娃, 米里亚姆·普莱廷克斯, 徐澡","罗马尼亚,波兰,法国,俄罗斯,哈萨克斯坦,比利时,中国",65分钟,6月15日,18:30,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
金爵参赛片,2025 金爵奖动画短片合集,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – ANIMATED SHORT FILM COLLECTION,"尤利娅·图⾥恰努, 纳沃伊卡·维日博夫斯卡, 詹娜·别克曼别托娃, 米里亚姆·普莱廷克斯, 徐澡","罗马尼亚,波兰,法国,俄罗斯,哈萨克斯坦,比利时,中国",65分钟,6月20日,13:00,上海影城SHO,2号厅Onyx,长宁区新华路160号,★
金爵参赛片,2025 金爵奖动画短片合集,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – ANIMATED SHORT FILM COLLECTION,"尤利娅·图⾥恰努, 纳沃伊卡·维日博夫斯卡, 詹娜·别克曼别托娃, 米里亚姆·普莱廷克斯, 徐澡","罗马尼亚,波兰,法国,俄罗斯,哈萨克斯坦,比利时,中国",65分钟,6月21日,20:40,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
金爵参赛片,2025 金爵奖动画短片合集,THE 2025 GOLDEN GOBLET AWARDS SHORT FILM COMPETITION – ANIMATED SHORT FILM COLLECTION,"尤利娅·图⾥恰努, 纳沃伊卡·维日博夫斯卡, 詹娜·别克曼别托娃, 米里亚姆·普莱廷克斯, 徐澡","罗马尼亚,波兰,法国,俄罗斯,哈萨克斯坦,比利时,中国",65分钟,6月22日,20:40,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,徐汇区虹桥路1号6层616/6M01,
金爵参赛片,待价而沽的恩典,GRACE FOR SALE,"埃姆雷·塞尔特, 戈兹德·耶提什金",土耳其,100分钟,6月18日,13:00,上海影城SHO,2号厅Onyx,长宁区新华路160号,★
金爵参赛片,待价而沽的恩典,GRACE FOR SALE,"埃姆雷·塞尔特, 戈兹德·耶提什金",土耳其,100分钟,6月19日,20:40,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
金爵参赛片,待价而沽的恩典,GRACE FOR SALE,"埃姆雷·塞尔特, 戈兹德·耶提什金",土耳其,100分钟,6月21日,13:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
金爵参赛片,待价而沽的恩典,GRACE FOR SALE,"埃姆雷·塞尔特, 戈兹德·耶提什金",土耳其,100分钟,6月21日,18:30,星轶STARX影剧院（上海宝山日月光店）,5号厅,宝山区沪太路1933号宝山日月光中心2层K区202,
置身扩影,影院往事 (VR) +瀑布中的意大利影史 (VR),KURSAAL VR) + MONTEGELATO (VR),大卫·拉普,意大利,27分钟,6月17日,17:00,佰映三克映画,2号ScreeningRoom厅,静安区江宁路699号MOHO Mall地下1层 60B,
置身扩影,影院往事 (VR) +瀑布中的意大利影史 (VR),KURSAAL VR) + MONTEGELATO (VR),大卫·拉普,意大利,27分钟,6月17日,18:00,佰映三克映画,2号ScreeningRoom厅,静安区江宁路699号MOHO Mall地下1层 60B,
置身扩影,影院往事 (VR) +瀑布中的意大利影史 (VR),KURSAAL VR) + MONTEGELATO (VR),大卫·拉普,意大利,27分钟,6月17日,19:00,佰映三克映画,2号ScreeningRoom厅,静安区江宁路699号MOHO Mall地下1层 60B,
置身扩影,影院往事 (VR) +瀑布中的意大利影史 (VR),KURSAAL VR) + MONTEGELATO (VR),大卫·拉普,意大利,27分钟,6月17日,20:00,佰映三克映画,2号ScreeningRoom厅,静安区江宁路699号MOHO Mall地下1层 60B,
SIFF短片,国际真人短片精选集1,INTERNATIONAL LIVE ACTION SHORT FILM COLLECTION Ⅰ,"泰尔雅·佩特拉基, 朱丽叶·马雷科, 劳·查尔斯, 莫拉·帕索尼, 豪尔赫·迭伦·阿尔曼德, 阿古斯蒂纳·桑切斯·加维尔","希腊,德国,法国,墨西哥,巴西,加拿大,意大利,哥伦比亚",112分钟,6月14日,18:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,
SIFF短片,国际真人短片精选集1,INTERNATIONAL LIVE ACTION SHORT FILM COLLECTION Ⅰ,"泰尔雅·佩特拉基, 朱丽叶·马雷科, 劳·查尔斯, 莫拉·帕索尼, 豪尔赫·迭伦·阿尔曼德, 阿古斯蒂纳·桑切斯·加维尔","希腊,德国,法国,墨西哥,巴西,加拿大,意大利,哥伦比亚",112分钟,6月14日,18:30,临港演艺中心,1号厅,浦东新区临港新片区顶科路200号,
SIFF短片,国际真人短片精选集1,INTERNATIONAL LIVE ACTION SHORT FILM COLLECTION Ⅰ,"泰尔雅·佩特拉基, 朱丽叶·马雷科, 劳·查尔斯, 莫拉·帕索尼, 豪尔赫·迭伦·阿尔曼德, 阿古斯蒂纳·桑切斯·加维尔","希腊,德国,法国,墨西哥,巴西,加拿大,意大利,哥伦比亚",112分钟,6月16日,18:30,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
SIFF短片,国际真人短片精选集1,INTERNATIONAL LIVE ACTION SHORT FILM COLLECTION Ⅰ,"泰尔雅·佩特拉基, 朱丽叶·马雷科, 劳·查尔斯, 莫拉·帕索尼, 豪尔赫·迭伦·阿尔曼德, 阿古斯蒂纳·桑切斯·加维尔","希腊,德国,法国,墨西哥,巴西,加拿大,意大利,哥伦比亚",112分钟,6月19日,18:30,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
SIFF短片,国际真人短片精选集1,INTERNATIONAL LIVE ACTION SHORT FILM COLLECTION Ⅰ,"泰尔雅·佩特拉基, 朱丽叶·马雷科, 劳·查尔斯, 莫拉·帕索尼, 豪尔赫·迭伦·阿尔曼德, 阿古斯蒂纳·桑切斯·加维尔","希腊,德国,法国,墨西哥,巴西,加拿大,意大利,哥伦比亚",112分钟,6月22日,18:30,寰映影城（久光中心店）,3号厅,静安区共和新路2188号久光中心5楼,
SIFF短片,国际真人短片精选集2,INTERNATIONAL LIVE ACTION SHORT FILM COLLECTION Ⅱ,"雅各布·洛达尼·扬乔, 托赫·科马雷, 内兹·卡马尔, 安德烈斯·罗德里格斯, 安德烈·齐藤","匈牙利,奥地利,法国,英国,危地马拉,墨西哥,巴西",86分钟,6月14日,20:40,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,
SIFF短片,国际真人短片精选集2,INTERNATIONAL LIVE ACTION SHORT FILM COLLECTION Ⅱ,"雅各布·洛达尼·扬乔, 托赫·科马雷, 内兹·卡马尔, 安德烈斯·罗德里格斯, 安德烈·齐藤","匈牙利,奥地利,法国,英国,危地马拉,墨西哥,巴西",86分钟,6月15日,18:30,临港演艺中心,1号厅,浦东新区临港新片区顶科路200号,
SIFF短片,国际真人短片精选集2,INTERNATIONAL LIVE ACTION SHORT FILM COLLECTION Ⅱ,"雅各布·洛达尼·扬乔, 托赫·科马雷, 内兹·卡马尔, 安德烈斯·罗德里格斯, 安德烈·齐藤","匈牙利,奥地利,法国,英国,危地马拉,墨西哥,巴西",86分钟,6月16日,20:40,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
SIFF短片,国际真人短片精选集2,INTERNATIONAL LIVE ACTION SHORT FILM COLLECTION Ⅱ,"雅各布·洛达尼·扬乔, 托赫·科马雷, 内兹·卡马尔, 安德烈斯·罗德里格斯, 安德烈·齐藤","匈牙利,奥地利,法国,英国,危地马拉,墨西哥,巴西",86分钟,6月19日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
SIFF短片,国际真人短片精选集2,INTERNATIONAL LIVE ACTION SHORT FILM COLLECTION Ⅱ,"雅各布·洛达尼·扬乔, 托赫·科马雷, 内兹·卡马尔, 安德烈斯·罗德里格斯, 安德烈·齐藤","匈牙利,奥地利,法国,英国,危地马拉,墨西哥,巴西",86分钟,6月22日,20:40,寰映影城（久光中心店）,3号厅,静安区共和新路2188号久光中心5楼,
SIFF短片,国际动画短片精选集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,"托里尔·科芙, 徐夏林, 水尻自子, 罗伯托·卡塔尼, 辛西娅·卡尔维, 拉斐尔·若佐, 米里亚娜·鲍洛格, 乔凡娜·法拉利, 安妮特·塞于盖斯塔·黑兰德, 约翰·考斯, 艾丽西亚·努涅斯·普尔多","挪威,加拿大,美国,中国,法国,日本,匈牙利,爱尔兰,西班牙,葡萄牙",117分钟,6月13日,18:00,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
SIFF短片,国际动画短片精选集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,"托里尔·科芙, 徐夏林, 水尻自子, 罗伯托·卡塔尼, 辛西娅·卡尔维, 拉斐尔·若佐, 米里亚娜·鲍洛格, 乔凡娜·法拉利, 安妮特·塞于盖斯塔·黑兰德, 约翰·考斯, 艾丽西亚·努涅斯·普尔多","挪威,加拿大,美国,中国,法国,日本,匈牙利,爱尔兰,西班牙,葡萄牙",117分钟,6月14日,15:30,万达影城（五角场万达广场店）,11号厅,杨浦区国宾路58号五角场万达商业广场3层,
SIFF短片,国际动画短片精选集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,"托里尔·科芙, 徐夏林, 水尻自子, 罗伯托·卡塔尼, 辛西娅·卡尔维, 拉斐尔·若佐, 米里亚娜·鲍洛格, 乔凡娜·法拉利, 安妮特·塞于盖斯塔·黑兰德, 约翰·考斯, 艾丽西亚·努涅斯·普尔多","挪威,加拿大,美国,中国,法国,日本,匈牙利,爱尔兰,西班牙,葡萄牙",117分钟,6月15日,18:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
SIFF短片,国际动画短片精选集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,"托里尔·科芙, 徐夏林, 水尻自子, 罗伯托·卡塔尼, 辛西娅·卡尔维, 拉斐尔·若佐, 米里亚娜·鲍洛格, 乔凡娜·法拉利, 安妮特·塞于盖斯塔·黑兰德, 约翰·考斯, 艾丽西亚·努涅斯·普尔多","挪威,加拿大,美国,中国,法国,日本,匈牙利,爱尔兰,西班牙,葡萄牙",117分钟,6月21日,18:00,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,
SIFF短片,国际动画短片精选集,INTERNATIONAL ANIMATED SHORT FILM COLLECTION,"托里尔·科芙, 徐夏林, 水尻自子, 罗伯托·卡塔尼, 辛西娅·卡尔维, 拉斐尔·若佐, 米里亚娜·鲍洛格, 乔凡娜·法拉利, 安妮特·塞于盖斯塔·黑兰德, 约翰·考斯, 艾丽西亚·努涅斯·普尔多","挪威,加拿大,美国,中国,法国,日本,匈牙利,爱尔兰,西班牙,葡萄牙",117分钟,6月22日,15:30,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
SIFF短片,优质短片特别展映,SPECIALl PRESENTATION OF SHORT FILMS,"拉旦乙亥, 钟雨昂, 樊奕圣, 刘晓黎, 温柏高, 张穆涵","中国,英国",102分钟,6月13日,20:40,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
SIFF短片,优质短片特别展映,SPECIALl PRESENTATION OF SHORT FILMS,"拉旦乙亥, 钟雨昂, 樊奕圣, 刘晓黎, 温柏高, 张穆涵","中国,英国",102分钟,6月15日,20:40,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
SIFF短片,优质短片特别展映,SPECIALl PRESENTATION OF SHORT FILMS,"拉旦乙亥, 钟雨昂, 樊奕圣, 刘晓黎, 温柏高, 张穆涵","中国,英国",102分钟,6月18日,18:00,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,★
SIFF短片,优质短片特别展映,SPECIALl PRESENTATION OF SHORT FILMS,"拉旦乙亥, 钟雨昂, 樊奕圣, 刘晓黎, 温柏高, 张穆涵","中国,英国",102分钟,6月19日,20:40,佰映三克映画,LUXE厅,静安区江宁路699号MOHO Mall地下1层 60B,
SIFF短片,优质短片特别展映,SPECIALl PRESENTATION OF SHORT FILMS,"拉旦乙亥, 钟雨昂, 樊奕圣, 刘晓黎, 温柏高, 张穆涵","中国,英国",102分钟,6月20日,20:40,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
特别策划,新世纪福音战士新剧场版：序 破 Q 终,EVANGELION: 1.11 2.22 3.33 3.0+1.0,庵野秀明,日本,464分钟,6月21日,23:50,上海大光明电影院,1号厅,黄浦区南京西路216号,
多元视角,橡皮头+妖夜慌踪+穆赫兰道,ERASERHEAD+LOST HIGHWAY+MULHOLLAND DR. ,大卫·林奇,"美国,法国",372分钟,6月21日,23:00,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
和合共生：中外电影的百年共振,劳工之爱情+西厢记,ROMANCE OF A FRUIT PEDDLER + WEST CHAMBER,"张石川, 侯曜",中国,70分钟,6月20日,20:40,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
和合共生：中外电影的百年共振,劳工之爱情+西厢记,ROMANCE OF A FRUIT PEDDLER + WEST CHAMBER,"张石川, 侯曜",中国,70分钟,6月21日,10:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
