单元,中文片名,英文片名,导演,制片国/地区,时长,日期,放映时间,影院,影厅,影院地址,见面会
多元视角,橡皮头 (4K),ERASERHEAD (4K),大卫·林奇,美国,89分钟,6月14日,20:40,和平影都,杜比全景声厅,黄浦区西藏中路290号,
多元视角,橡皮头 (4K),ERASERHEAD (4K),大卫·林奇,美国,89分钟,6月15日,20:40,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
多元视角,橡皮头 (4K),ERASERHEAD (4K),大卫·林奇,美国,89分钟,6月16日,20:40,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
多元视角,橡皮头 (4K),ERASERHEAD (4K),大卫·林奇,美国,89分钟,6月17日,20:40,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,
多元视角,橡皮头 (4K),ERASERHEAD (4K),大卫·林奇,美国,89分钟,6月18日,20:40,沪北电影院,1号厅,静安区洛川东路500号,
多元视角,橡皮头 (4K),ERASERHEAD (4K),大卫·林奇,美国,89分钟,6月19日,20:40,艺海剧院,大剧场,静安区江宁路466号,
多元视角,蓝丝绒 (4K),BLUE VELVET (4K),大卫·林奇,美国,121分钟,6月14日,20:40,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
多元视角,蓝丝绒 (4K),BLUE VELVET (4K),大卫·林奇,美国,121分钟,6月15日,20:40,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
多元视角,蓝丝绒 (4K),BLUE VELVET (4K),大卫·林奇,美国,121分钟,6月16日,20:40,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
多元视角,蓝丝绒 (4K),BLUE VELVET (4K),大卫·林奇,美国,121分钟,6月17日,20:40,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
多元视角,蓝丝绒 (4K),BLUE VELVET (4K),大卫·林奇,美国,121分钟,6月19日,20:40,上海大光明电影院,1号厅,黄浦区南京西路216号,
多元视角,蓝丝绒 (4K),BLUE VELVET (4K),大卫·林奇,美国,121分钟,6月21日,20:40,艺海剧院,大剧场,静安区江宁路466号,
多元视角,蓝丝绒 (4K),BLUE VELVET (4K),大卫·林奇,美国,121分钟,6月22日,20:40,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
多元视角,双峰：与火同行 (4K),TWIN PEAKS: FIRE WALK WITH ME (4K),大卫·林奇,美国,135分钟,6月13日,20:40,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
多元视角,双峰：与火同行 (4K),TWIN PEAKS: FIRE WALK WITH ME (4K),大卫·林奇,美国,135分钟,6月14日,20:40,星轶STARX影剧院（上海宝山日月光店）,5号厅,宝山区沪太路1933号宝山日月光中心2层K区202,
多元视角,双峰：与火同行 (4K),TWIN PEAKS: FIRE WALK WITH ME (4K),大卫·林奇,美国,135分钟,6月16日,20:40,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
多元视角,双峰：与火同行 (4K),TWIN PEAKS: FIRE WALK WITH ME (4K),大卫·林奇,美国,135分钟,6月19日,20:40,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
多元视角,双峰：与火同行 (4K),TWIN PEAKS: FIRE WALK WITH ME (4K),大卫·林奇,美国,135分钟,6月20日,20:40,上海大光明电影院,1号厅,黄浦区南京西路216号,
多元视角,双峰：与火同行 (4K),TWIN PEAKS: FIRE WALK WITH ME (4K),大卫·林奇,美国,135分钟,6月21日,20:40,兰心大戏院,观众厅,黄浦区茂名南路57号,
多元视角,双峰：与火同行 (4K),TWIN PEAKS: FIRE WALK WITH ME (4K),大卫·林奇,美国,135分钟,6月22日,20:40,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
多元视角,妖夜慌踪 (4K),LOST HIGHWAY (4K),大卫·林奇,"法国,美国",135分钟,6月14日,20:40,沪北电影院,1号厅,静安区洛川东路500号,
多元视角,妖夜慌踪 (4K),LOST HIGHWAY (4K),大卫·林奇,"法国,美国",135分钟,6月16日,20:40,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
多元视角,妖夜慌踪 (4K),LOST HIGHWAY (4K),大卫·林奇,"法国,美国",135分钟,6月17日,20:40,和平影都,杜比全景声厅,黄浦区西藏中路290号,
多元视角,妖夜慌踪 (4K),LOST HIGHWAY (4K),大卫·林奇,"法国,美国",135分钟,6月19日,20:40,兰心大戏院,观众厅,黄浦区茂名南路57号,
多元视角,妖夜慌踪 (4K),LOST HIGHWAY (4K),大卫·林奇,"法国,美国",135分钟,6月21日,20:40,黄浦剧场,中剧场,黄浦区北京东路780号,
多元视角,妖夜慌踪 (4K),LOST HIGHWAY (4K),大卫·林奇,"法国,美国",135分钟,6月22日,20:40,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
多元视角,史崔特先生的故事 (4K),THE STRAIGHT STORY (4K),大卫·林奇,"法国,美国,英国",112分钟,6月13日,18:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
多元视角,史崔特先生的故事 (4K),THE STRAIGHT STORY (4K),大卫·林奇,"法国,美国,英国",112分钟,6月14日,18:30,星轶STARX影剧院（上海宝山日月光店）,5号厅,宝山区沪太路1933号宝山日月光中心2层K区202,
多元视角,史崔特先生的故事 (4K),THE STRAIGHT STORY (4K),大卫·林奇,"法国,美国,英国",112分钟,6月15日,20:40,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,
多元视角,史崔特先生的故事 (4K),THE STRAIGHT STORY (4K),大卫·林奇,"法国,美国,英国",112分钟,6月17日,15:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
多元视角,史崔特先生的故事 (4K),THE STRAIGHT STORY (4K),大卫·林奇,"法国,美国,英国",112分钟,6月18日,18:30,沪北电影院,1号厅,静安区洛川东路500号,
多元视角,史崔特先生的故事 (4K),THE STRAIGHT STORY (4K),大卫·林奇,"法国,美国,英国",112分钟,6月21日,13:00,艺海剧院,大剧场,静安区江宁路466号,
多元视角,史崔特先生的故事 (4K),THE STRAIGHT STORY (4K),大卫·林奇,"法国,美国,英国",112分钟,6月22日,18:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
多元视角,穆赫兰道 (4K),MULHOLLAND DR. (4K),大卫·林奇,"法国,美国",147分钟,6月13日,20:40,上海大光明电影院,1号厅,黄浦区南京西路216号,
多元视角,穆赫兰道 (4K),MULHOLLAND DR. (4K),大卫·林奇,"法国,美国",147分钟,6月15日,20:40,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
多元视角,穆赫兰道 (4K),MULHOLLAND DR. (4K),大卫·林奇,"法国,美国",147分钟,6月16日,20:40,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
多元视角,穆赫兰道 (4K),MULHOLLAND DR. (4K),大卫·林奇,"法国,美国",147分钟,6月20日,20:40,艺海剧院,大剧场,静安区江宁路466号,
多元视角,穆赫兰道 (4K),MULHOLLAND DR. (4K),大卫·林奇,"法国,美国",147分钟,6月21日,20:40,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
多元视角,穆赫兰道 (4K),MULHOLLAND DR. (4K),大卫·林奇,"法国,美国",147分钟,6月22日,20:40,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
多元视角,内陆帝国 (4K),INLAND EMPIRE (4K),大卫·林奇,"法国,波兰,美国",180分钟,6月13日,20:40,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
多元视角,内陆帝国 (4K),INLAND EMPIRE (4K),大卫·林奇,"法国,波兰,美国",180分钟,6月14日,20:40,上海大光明电影院,1号厅,黄浦区南京西路216号,
多元视角,内陆帝国 (4K),INLAND EMPIRE (4K),大卫·林奇,"法国,波兰,美国",180分钟,6月16日,20:40,艺海剧院,大剧场,静安区江宁路466号,
多元视角,内陆帝国 (4K),INLAND EMPIRE (4K),大卫·林奇,"法国,波兰,美国",180分钟,6月18日,20:40,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
多元视角,内陆帝国 (4K),INLAND EMPIRE (4K),大卫·林奇,"法国,波兰,美国",180分钟,6月19日,20:40,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
多元视角,内陆帝国 (4K),INLAND EMPIRE (4K),大卫·林奇,"法国,波兰,美国",180分钟,6月20日,20:40,星轶STARX影剧院（上海宝山日月光店）,5号厅,宝山区沪太路1933号宝山日月光中心2层K区202,
多元视角,内陆帝国 (4K),INLAND EMPIRE (4K),大卫·林奇,"法国,波兰,美国",180分钟,6月21日,20:40,沪北电影院,1号厅,静安区洛川东路500号,
 SIFF纪录,牧野熊踪 (4K),THE SHEPHERD AND THE BEAR (4K),马克斯·基根,"美国,英国,法国",101分钟,6月17日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
 SIFF纪录,牧野熊踪 (4K),THE SHEPHERD AND THE BEAR (4K),马克斯·基根,"美国,英国,法国",101分钟,6月20日,18:30,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,
 SIFF纪录,牧野熊踪 (4K),THE SHEPHERD AND THE BEAR (4K),马克斯·基根,"美国,英国,法国",101分钟,6月21日,18:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,
多元视角,大卫·林奇：艺术人生,DAVID LYNCH: THE ART LIFE,"乔恩·阮, 瑞克·巴恩斯, 奥利维亚·内尔加德-霍尔姆","美国,丹麦",89分钟,6月13日,10:30,上海影城SHO,2号厅Onyx,长宁区新华路160号,
多元视角,大卫·林奇：艺术人生,DAVID LYNCH: THE ART LIFE,"乔恩·阮, 瑞克·巴恩斯, 奥利维亚·内尔加德-霍尔姆","美国,丹麦",89分钟,6月14日,20:40,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
多元视角,大卫·林奇：艺术人生,DAVID LYNCH: THE ART LIFE,"乔恩·阮, 瑞克·巴恩斯, 奥利维亚·内尔加德-霍尔姆","美国,丹麦",89分钟,6月15日,18:30,万达影城（五角场万达广场店）,11号厅,杨浦区国宾路58号五角场万达商业广场3层,
多元视角,大卫·林奇：艺术人生,DAVID LYNCH: THE ART LIFE,"乔恩·阮, 瑞克·巴恩斯, 奥利维亚·内尔加德-霍尔姆","美国,丹麦",89分钟,6月18日,10:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
多元视角,大卫·林奇：艺术人生,DAVID LYNCH: THE ART LIFE,"乔恩·阮, 瑞克·巴恩斯, 奥利维亚·内尔加德-霍尔姆","美国,丹麦",89分钟,6月21日,18:30,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,徐汇区虹桥路1号6层616/6M01,
多元视角,大卫·林奇：艺术人生,DAVID LYNCH: THE ART LIFE,"乔恩·阮, 瑞克·巴恩斯, 奥利维亚·内尔加德-霍尔姆","美国,丹麦",89分钟,6月22日,15:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
多元视角,乡村摇滚少女2,VILLAGE ROCKSTARS 2,丽玛·达斯,"印度,新加坡",108分钟,6月14日,18:30,佰映三克映画,LUXE厅,静安区江宁路699号MOHO Mall地下1层 60B,
多元视角,乡村摇滚少女2,VILLAGE ROCKSTARS 2,丽玛·达斯,"印度,新加坡",108分钟,6月15日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
多元视角,乡村摇滚少女2,VILLAGE ROCKSTARS 2,丽玛·达斯,"印度,新加坡",108分钟,6月16日,20:40,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
多元视角,乡村摇滚少女2,VILLAGE ROCKSTARS 2,丽玛·达斯,"印度,新加坡",108分钟,6月17日,18:00,国泰电影院,2号厅,黄浦区淮海中路870号,★
金爵参赛片,烈焰守护者 2045 (4K),BRIGADE 2045 (4K),奥利维娅·卢恩加斯·马加尼亚,墨西哥,102分钟,6月15日,10:00,上海影城SHO,2号厅Onyx,长宁区新华路160号,★
金爵参赛片,烈焰守护者 2045 (4K),BRIGADE 2045 (4K),奥利维娅·卢恩加斯·马加尼亚,墨西哥,102分钟,6月16日,18:30,上海大光明电影院,2号厅,黄浦区南京西路216号,
金爵参赛片,烈焰守护者 2045 (4K),BRIGADE 2045 (4K),奥利维娅·卢恩加斯·马加尼亚,墨西哥,102分钟,6月19日,18:30,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
金爵参赛片,烈焰守护者 2045 (4K),BRIGADE 2045 (4K),奥利维娅·卢恩加斯·马加尼亚,墨西哥,102分钟,6月20日,13:00,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
向大师致敬,短岬村,LA POINTE COURTE,阿涅斯·瓦尔达,法国,81分钟,6月13日,18:30,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,
向大师致敬,短岬村,LA POINTE COURTE,阿涅斯·瓦尔达,法国,81分钟,6月14日,18:30,沪北电影院,1号厅,静安区洛川东路500号,
向大师致敬,短岬村,LA POINTE COURTE,阿涅斯·瓦尔达,法国,81分钟,6月15日,18:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
向大师致敬,短岬村,LA POINTE COURTE,阿涅斯·瓦尔达,法国,81分钟,6月19日,18:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
向大师致敬,短岬村,LA POINTE COURTE,阿涅斯·瓦尔达,法国,81分钟,6月21日,20:40,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,
向大师致敬,短岬村,LA POINTE COURTE,阿涅斯·瓦尔达,法国,81分钟,6月22日,20:40,SFC上影百联影城（八佰伴IMAX店）,2号厅,浦东新区张杨路501号10楼,
向大师致敬,五至七时的克莱奥,CLÉO FROM 5 TO 7,阿涅斯·瓦尔达,法国,91分钟,6月15日,18:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
向大师致敬,五至七时的克莱奥,CLÉO FROM 5 TO 7,阿涅斯·瓦尔达,法国,91分钟,6月16日,18:30,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
向大师致敬,五至七时的克莱奥,CLÉO FROM 5 TO 7,阿涅斯·瓦尔达,法国,91分钟,6月18日,18:30,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
向大师致敬,五至七时的克莱奥,CLÉO FROM 5 TO 7,阿涅斯·瓦尔达,法国,91分钟,6月20日,18:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
向大师致敬,五至七时的克莱奥,CLÉO FROM 5 TO 7,阿涅斯·瓦尔达,法国,91分钟,6月21日,17:00,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
向大师致敬,五至七时的克莱奥,CLÉO FROM 5 TO 7,阿涅斯·瓦尔达,法国,91分钟,6月22日,13:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
向大师致敬,墙的呢喃,MUR MURS,阿涅斯·瓦尔达,"法国,美国",82分钟,6月13日,18:30,艺海剧院,大剧场,静安区江宁路466号,
向大师致敬,墙的呢喃,MUR MURS,阿涅斯·瓦尔达,"法国,美国",82分钟,6月14日,13:00,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
向大师致敬,墙的呢喃,MUR MURS,阿涅斯·瓦尔达,"法国,美国",82分钟,6月18日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
向大师致敬,墙的呢喃,MUR MURS,阿涅斯·瓦尔达,"法国,美国",82分钟,6月19日,18:30,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
向大师致敬,墙的呢喃,MUR MURS,阿涅斯·瓦尔达,"法国,美国",82分钟,6月21日,18:30,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,
向大师致敬,墙的呢喃,MUR MURS,阿涅斯·瓦尔达,"法国,美国",82分钟,6月22日,20:40,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
向大师致敬,天涯沦落女,VAGABOND,阿涅斯·瓦尔达,法国,106分钟,6月15日,13:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
向大师致敬,天涯沦落女,VAGABOND,阿涅斯·瓦尔达,法国,106分钟,6月16日,18:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
向大师致敬,天涯沦落女,VAGABOND,阿涅斯·瓦尔达,法国,106分钟,6月17日,15:30,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
向大师致敬,天涯沦落女,VAGABOND,阿涅斯·瓦尔达,法国,106分钟,6月20日,18:30,沪北电影院,1号厅,静安区洛川东路500号,
向大师致敬,天涯沦落女,VAGABOND,阿涅斯·瓦尔达,法国,106分钟,6月21日,20:40,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
向大师致敬,天涯沦落女,VAGABOND,阿涅斯·瓦尔达,法国,106分钟,6月22日,20:40,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
向大师致敬,101夜,ONE HUNDRED AND ONE NIGHTS,阿涅斯·瓦尔达,"英国,法国",105分钟,6月14日,20:40,上海科技影城,3号厅,黄浦区南昌路59号3楼,
向大师致敬,101夜,ONE HUNDRED AND ONE NIGHTS,阿涅斯·瓦尔达,"英国,法国",105分钟,6月15日,20:40,SFC上影百联影城（八佰伴IMAX店）,2号厅,浦东新区张杨路501号10楼,
向大师致敬,101夜,ONE HUNDRED AND ONE NIGHTS,阿涅斯·瓦尔达,"英国,法国",105分钟,6月17日,20:40,艺海剧院,大剧场,静安区江宁路466号,
向大师致敬,101夜,ONE HUNDRED AND ONE NIGHTS,阿涅斯·瓦尔达,"英国,法国",105分钟,6月18日,20:40,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
向大师致敬,101夜,ONE HUNDRED AND ONE NIGHTS,阿涅斯·瓦尔达,"英国,法国",105分钟,6月21日,20:40,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
向大师致敬,101夜,ONE HUNDRED AND ONE NIGHTS,阿涅斯·瓦尔达,"英国,法国",105分钟,6月22日,20:40,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,
向大师致敬,拾穗者,THE GLEANERS AND I,阿涅斯·瓦尔达,法国,82分钟,6月13日,20:40,寰映影城（久光中心店）,3号厅,静安区共和新路2188号久光中心5楼,
向大师致敬,拾穗者,THE GLEANERS AND I,阿涅斯·瓦尔达,法国,82分钟,6月14日,18:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
向大师致敬,拾穗者,THE GLEANERS AND I,阿涅斯·瓦尔达,法国,82分钟,6月15日,18:30,上海影城SHO,3号厅CINITY,长宁区新华路160号,
向大师致敬,拾穗者,THE GLEANERS AND I,阿涅斯·瓦尔达,法国,82分钟,6月18日,13:00,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
向大师致敬,拾穗者,THE GLEANERS AND I,阿涅斯·瓦尔达,法国,82分钟,6月19日,18:30,黄浦剧场,中剧场,黄浦区北京东路780号,
向大师致敬,拾穗者,THE GLEANERS AND I,阿涅斯·瓦尔达,法国,82分钟,6月21日,18:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
向大师致敬,脸庞，村庄,"FACES, PLACES","阿涅斯·瓦尔达, 让·热内",法国,90分钟,6月15日,15:30,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,
向大师致敬,脸庞，村庄,"FACES, PLACES","阿涅斯·瓦尔达, 让·热内",法国,90分钟,6月16日,13:00,兰心大戏院,观众厅,黄浦区茂名南路57号,
向大师致敬,脸庞，村庄,"FACES, PLACES","阿涅斯·瓦尔达, 让·热内",法国,90分钟,6月19日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
向大师致敬,脸庞，村庄,"FACES, PLACES","阿涅斯·瓦尔达, 让·热内",法国,90分钟,6月20日,15:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
向大师致敬,脸庞，村庄,"FACES, PLACES","阿涅斯·瓦尔达, 让·热内",法国,90分钟,6月21日,18:30,和平影都,杜比全景声厅,黄浦区西藏中路290号,
向大师致敬,脸庞，村庄,"FACES, PLACES","阿涅斯·瓦尔达, 让·热内",法国,90分钟,6月22日,20:40,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
向大师致敬,阿涅斯论瓦尔达,VARDA BY AGNÈS,阿涅斯·瓦尔达,法国,115分钟,6月15日,20:40,沪北电影院,1号厅,静安区洛川东路500号,
向大师致敬,阿涅斯论瓦尔达,VARDA BY AGNÈS,阿涅斯·瓦尔达,法国,115分钟,6月16日,20:40,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,徐汇区虹桥路1号6层616/6M01,
向大师致敬,阿涅斯论瓦尔达,VARDA BY AGNÈS,阿涅斯·瓦尔达,法国,115分钟,6月17日,20:40,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
向大师致敬,阿涅斯论瓦尔达,VARDA BY AGNÈS,阿涅斯·瓦尔达,法国,115分钟,6月19日,20:40,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
向大师致敬,阿涅斯论瓦尔达,VARDA BY AGNÈS,阿涅斯·瓦尔达,法国,115分钟,6月21日,20:40,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
向大师致敬,阿涅斯论瓦尔达,VARDA BY AGNÈS,阿涅斯·瓦尔达,法国,115分钟,6月22日,20:40,兰心大戏院,观众厅,黄浦区茂名南路57号,
向大师致敬,达盖尔街风情,DAGUERREOTYPES,阿涅斯·瓦尔达,法国,79分钟,6月14日,18:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
向大师致敬,达盖尔街风情,DAGUERREOTYPES,阿涅斯·瓦尔达,法国,79分钟,6月15日,15:30,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
向大师致敬,达盖尔街风情,DAGUERREOTYPES,阿涅斯·瓦尔达,法国,79分钟,6月17日,18:30,艺海剧院,大剧场,静安区江宁路466号,
向大师致敬,达盖尔街风情,DAGUERREOTYPES,阿涅斯·瓦尔达,法国,79分钟,6月19日,13:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
向大师致敬,达盖尔街风情,DAGUERREOTYPES,阿涅斯·瓦尔达,法国,79分钟,6月20日,18:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
向大师致敬,达盖尔街风情,DAGUERREOTYPES,阿涅斯·瓦尔达,法国,79分钟,6月22日,15:30,SFC上影影城（国华广场店）,1号LUXE厅,杨浦区三门路99号415室,
今日亚洲,最爱今日天空，我却无法言明,SHE TAUGHT ME SERENDIPITY,大九明子,日本,128分钟,6月13日,18:00,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,
今日亚洲,最爱今日天空，我却无法言明,SHE TAUGHT ME SERENDIPITY,大九明子,日本,128分钟,6月14日,10:30,和平影都,杜比全景声厅,黄浦区西藏中路290号,
今日亚洲,最爱今日天空，我却无法言明,SHE TAUGHT ME SERENDIPITY,大九明子,日本,128分钟,6月15日,13:00,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
今日亚洲,最爱今日天空，我却无法言明,SHE TAUGHT ME SERENDIPITY,大九明子,日本,128分钟,6月20日,13:00,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
今日亚洲,最爱今日天空，我却无法言明,SHE TAUGHT ME SERENDIPITY,大九明子,日本,128分钟,6月22日,15:30,沪北电影院,1号厅,静安区洛川东路500号,
官方推荐,普通的孩子,HOW DARE YOU？,吴美保,日本,97分钟,6月14日,13:00,沪北电影院,1号厅,静安区洛川东路500号,
官方推荐,普通的孩子,HOW DARE YOU？,吴美保,日本,97分钟,6月18日,13:00,兰心大戏院,观众厅,黄浦区茂名南路57号,
官方推荐,普通的孩子,HOW DARE YOU？,吴美保,日本,97分钟,6月21日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
多元视角,冠军之路,CHANDU CHAMPION,卡比尔·汗,印度,130分钟,6月14日,20:40,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
多元视角,冠军之路,CHANDU CHAMPION,卡比尔·汗,印度,130分钟,6月16日,15:30,上海影城SHO,2号厅Onyx,长宁区新华路160号,
多元视角,冠军之路,CHANDU CHAMPION,卡比尔·汗,印度,130分钟,6月19日,15:30,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
多元视角,冠军之路,CHANDU CHAMPION,卡比尔·汗,印度,130分钟,6月21日,15:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
多元视角,冠军之路,CHANDU CHAMPION,卡比尔·汗,印度,130分钟,6月22日,20:40,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,
金爵参赛片,翠湖,AS THE WATER FLOWS,卞灼,中国,119分钟,6月15日,15:30,上海影城SHO,3号厅CINITY,长宁区新华路160号,★
金爵参赛片,翠湖,AS THE WATER FLOWS,卞灼,中国,119分钟,6月17日,15:30,上海大光明电影院,2号厅,黄浦区南京西路216号,
金爵参赛片,翠湖,AS THE WATER FLOWS,卞灼,中国,119分钟,6月19日,20:40,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
金爵参赛片,翠湖,AS THE WATER FLOWS,卞灼,中国,119分钟,6月20日,15:30,黄浦剧场,中剧场,黄浦区北京东路780号,
“一带一路”电影周,决战桑拿！,INTO THE SAUNA,丹尼尔·伊万诺夫,俄罗斯,106分钟,6月13日,20:40,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
“一带一路”电影周,决战桑拿！,INTO THE SAUNA,丹尼尔·伊万诺夫,俄罗斯,106分钟,6月17日,20:40,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,
“一带一路”电影周,决战桑拿！,INTO THE SAUNA,丹尼尔·伊万诺夫,俄罗斯,106分钟,6月21日,13:00,九棵树电影院,大剧场,奉贤区树桓路199弄1号,
“一带一路”电影周,决战桑拿！,INTO THE SAUNA,丹尼尔·伊万诺夫,俄罗斯,106分钟,6月21日,18:30,万达影城（金山万达广场店）,5号厅,金山区龙皓路1188号万达广场4楼,
“一带一路”电影周,决战桑拿！,INTO THE SAUNA,丹尼尔·伊万诺夫,俄罗斯,106分钟,6月22日,18:30,上海米格影城,巨幕厅,青浦区赵巷镇嘉松中路5999弄51号E区3楼电影院,
 SIFF纪录,巴拉内3号街区,BALANE 3,伊科·科斯塔,"葡萄牙,法国",98分钟,6月14日,15:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
 SIFF纪录,巴拉内3号街区,BALANE 3,伊科·科斯塔,"葡萄牙,法国",98分钟,6月15日,18:30,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
